id,version,genre,musicName,artist,bpm,easy,normal,hyper,extra,inFolderCheck,created_at,updated_at
1,1,J-テクノ,Quick Master,act deft,147,2,10,23,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
2,1,アニメヒーロー,The theme of GAMBLER Z,words:RYO song:NARAMCHA,161,-1,18,23,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
3,1,スパイ,SPICY PIECE,ORIGINAL SOUND TRACKS,156,-1,23,29,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
4,1,ダンス,Hi-Tekno,Hi-Tekno,140,-1,17,24,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
5,1,テクノポップ,Electronic Fill,Windslope,121,-1,19,24,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
6,1,ファンタジー,monde des songe,Bikke,119,3,11,30,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
7,1,ボーナストラック,すれちがう二人,aprésmidi,136,-1,18,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
8,1,ポップス,I REALLY WANT TO HURT YOU,SUGI & REO,142,1,14,19,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
9,1,ラテン,El pais del sol,Senórita Rica,106-109,-1,12,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
10,1,レイヴ,e-motion,e.o.s,145,-1,21,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
11,2,J-R&B,SAYONARA,ANNA,94,-1,18,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
12,2,アイドルガール,LOVE FIRE,長沢ゆりか,107,-1,17,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
13,2,ヴィジュアル,WHITE BIRDS,violent age,122,-1,18,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
14,2,エンカ,お江戸花吹雪,高田香里,139,-1,20,24,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
15,2,ガーリィ,Love Is Strong To The Sky,SAORI,119,-1,26,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
16,2,デジロック,ROSE～恋人よ、薔薇色に染まれ,大浦祐一,124,-1,20,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
17,2,ネオアコ,(fly higher than)the stars,SUGI & REO,154,-1,18,30,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
18,2,ヘビーメタル,I'm on Fire,AD/DA,150,-1,30,43,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
19,2,ポップラップ,Smile The Night Away,Scotty D,117,-1,20,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
20,2,マサラ,すてきなタブーラ,TABAN KING,129,-1,12,35,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
21,2,メロウ,光の季節,ANNA,109,-1,16,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
22,2,ラウンジ,Cherry&Raquel,The Ebisu Singers,162,-1,17,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
23,3,カントン,和你一起走,Cathy Lau,136,-1,19,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
24,3,ギターポップ,Take me to...,Sana,108,-1,16,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
25,3,ケルト,水中家族のテーマ,パーキッツ,110,-1,15,37,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
26,3,サウンドトラック,宇宙船Q-Mex,Q-Mex,128,-1,24,33,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
27,3,ハートフル,peppermint,ASAI PROJECT（Vo：M.Fujino）,103,-1,15,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
28,3,パンク,LET ME FEEL SO HIGH,Little Bitch.K²,160,-1,20,36,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
29,3,マジカルガール,恋のシャレード,パーキッツ,145,-1,15,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
30,3,モンド,Little Robin's Drawer,Uncle Motchee,120,-1,14,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
31,3,ユーロダンス,Bit of Love,"Super Wink ""fut"" Ryo Arshe",137,-1,20,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
32,3,ラブリー,8月のサヨナラ,aprésmidi,108,-1,21,33,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
33,4,J-テクノREMIX,Quick Master Millennium mix,act deft/Millennium Project,147,-1,22,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
34,4,アナログテクノ,ELECTRONISM,V.C.O.,130,-1,18,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
35,4,アンビエント,birds,Sana,147,-1,16,29,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
36,4,ヴィジュアル2,Cry Out,good-cool feat. KöHey from Medical Trance Peach,184,-1,21,29,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
37,4,カートゥーン,TOON MANIAC,"Theme from""TOON MANIA""",160,-1,20,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
38,4,カヨウハウス,Nanja-Nai,NAO with K Lyric by 所ジョージ,131,-1,19,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
39,4,カラオケ,愛言葉～アイコトバ,課長とマミちゃん,133,-1,12,25,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
40,4,コケティッシュ,恋は天然,ナチュラルベア,140,-1,16,24,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
41,4,スペシャルエンディング,Tap'n! Slap'n! Pop'n Music!,Popper Head,140,-1,23,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
42,4,ダンスREMIX,Hi-Tekno Millennium mix,Hi-Tekno/Millennium Project,140,-1,23,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
43,4,ディスコガールズ,HONEまで♥トゥナイト,good-cool feat.Mickin' Tackin',130,-1,24,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
44,4,ナイトアウト,透明なマニキュア,Kiyommy+Seiya,140,5,16,31,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
45,4,パッション,今宵Lover's Day,ミッキー・マサシ,162,-1,14,24,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
46,4,フューチャー,ostin-art,ostin-art,144,-1,22,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
47,4,フレンドリー,Over The Rainbow,パーキッツ,140,3,15,32,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
48,4,ボーナストラックREMIX,すれちがう2人 Millennium mix,aprésmidi/Millennium Project,143,-1,33,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
49,4,ポップスREMIX,I REALLY WANT TO HURT YOU～僕らは完璧さ,SUGI & REO,142,-1,30,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
50,5,J-テクノ2,power plant,youhei,156,-1,18,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
51,5,USダンスポップ,WITHOUT YOU AROUND,GEILA.Z,130,-1,17,30,34,1,2025-02-12 22:30:00,2025-02-12 22:30:00
52,5,アニメヒロイン,魔法の扉(スペース🪐マコのテーマ),a.s.a.,184,2,25,32,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
53,5,アレグリア,クチビル,中山マミ,124,-1,13,25,31,1,2025-02-12 22:30:00,2025-02-12 22:30:00
54,5,エンカREMIX,お江戸花吹雪 TEYAN-day MIX,高田香里 ReMIXed by SEIYA,139,-1,29,38,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
55,5,ガーリィREMIX,Love Is Strong To The Sky～V.B.-Remaster,SAORI,120,-1,28,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
56,5,キネマ,映画「SICILLIANA」のテーマ,Q-Mex,125,-1,15,26,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
57,5,コミックソング,天麩羅兄弟,TEMPULA-BROS.,171,-1,19,23,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
58,5,ソフトロック,Homesick Pt.2&3,ORANGENOISE SHORTCUT,178,-1,23,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
59,5,ニューエイジ,龍舞～DRAGON DANCE,WORLD SEQUENCE,130,-1,11,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
60,5,ネオGS,Shock of Love,Kiddy & Sunshine Lovers,150,-1,20,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
61,5,ネオアコREMIX,fly higher(than the stars) 2 STEP mix,DJ Simon,132,-1,25,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
62,5,パーカッシヴ,西新宿清掃曲,サイモンマン,140-280,-1,17,30,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
63,5,ハイテンション,どうなっちゃったって,チャーミングス,169,-1,24,32,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
64,5,パラパラ,ウルトラハイヒール～I JUST WANNA TELL YOU,dj TAKA feat.ANGEL,159,-1,24,29,33,1,2025-02-12 22:30:00,2025-02-12 22:30:00
65,5,フレンチポップ,une fille dans la pluie,Fabienne Haber,142,-1,21,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
66,5,フレンチポップJ,une fille dans la pluie,新谷さなえ,134,-1,22,24,32,1,2025-02-12 22:30:00,2025-02-12 22:30:00
67,5,ヘヴィロック,INNOVATION,Des-ROW,160-170,-1,31,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
68,5,ポジティブREMIX,Candy Blue～Vocal Best Version,浅井裕子,96,-1,24,-1,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
69,5,ミュージカル,"ミュージカル""5丁目物語""よりオーヴァチュア",ナヤ～ン&His Orchestra,74-186,-1,27,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
70,5,モンドポップ,BICYCLE,SUGI & REO,152,-1,22,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
71,5,ヨーデル,LA LA LA LA YO-DEL,DJ Simon,165,-1,24,31,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
72,5,レッスン,POP-STEP-UP,SOUNDROID,32-260,-1,28,36,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
73,6,エヴァーポップ,2nd ADVENTURE,Jimmy Weckl,115,-1,14,19,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
74,6,ガールズポップ,Picnic,three berry icecream,110-160,-1,26,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
75,6,カントリー,Over the hill,新谷さなえ,120,-1,15,22,32,1,2025-02-12 22:30:00,2025-02-12 22:30:00
76,6,スカ,Ska Ska No.3,亜熱帯マジ-SKA爆弾,138,-1,22,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
77,6,スコティッシュ,Bubble Bagpipe Hour,Original Cedar Pipe Band,148,-1,20,27,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
78,6,ソウル,Gotta Get My Groove On,good-cool feat. Aundréa L.Hopkins,110,-1,27,37,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
79,6,テクノカヨウ,うるとら★ボーイ,V.C.O. featuring Yuko Asai,150,-1,18,26,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
80,6,ニューロマンティック,Spell on me ～魅惑の呪文,Kiddy & Sunshine Lovers,140,-1,19,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
81,6,ヒップロック,大見解,Des-ROW・組,143-172,11,32,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
82,6,ポップビーツ,Sunlight,shinpei,140,-1,18,25,32,1,2025-02-12 22:30:00,2025-02-12 22:30:00
83,6,マーチング,マシュマロ・マーチ,まろりんズ,130,-1,20,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
84,6,ムーディー,"Midnight Yoghurt(女SPY☆お色気ゴーゴー脱出大作戦)",SIMON MAN,181,-1,18,30,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
85,6,メロコア,H@ppy Choice,good-cool feat. すわひでお,168,-1,24,31,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
86,6,モダニズム,電波の暮らし,Q-Mex feat.フレディ波多江,165,-1,20,27,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
87,6,ライトフュージョン,micro dream,Mr.T,110,-1,19,24,30,1,2025-02-12 22:30:00,2025-02-12 22:30:00
88,6,ロックンロール,I am Rock'n'roll King,Rock'n'roll King,110,-1,15,29,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
89,7,J-オルタナ,簡単な事だけど大切なもの,Rock'n'roll King,128,-1,21,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
90,7,J-ガラージポップREMIX,Miracle Moon～L.E.D.LIGHT STYLE MIX～,Togo Project featuring Sana,138,-1,24,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
91,7,Jr.R&B,S・S・L ～スーパー・スペシャル・ラブ～,Shoichiro Hirata feat. Yumi Kawamura,132,7,17,30,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
92,7,アンセム,GLORIA,St. Naya~n,83,-1,13,26,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
93,7,ヴィジュアル2REMIX,Cry Out (Superior Mix),good-cool feat. KöHey,180,-1,20,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
94,7,ウィンターポップ,White Lovers,新谷さなえ,125,-1,18,31,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
95,7,キョウゲキ,加油！元気猿！,成城猿楽団,60-180,-1,28,37,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
96,7,クラブジャズ,Betty Boo,SENAX,121,-1,18,32,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
97,7,グラムロック,スペースキッス,Kiddy & Sunshine Lovers,100,-1,20,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
98,7,クレイジーテクノ,CHICKEN CHASER,V.C.O.,170,-1,20,33,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
99,7,サーカス,フリーパス,パンダバンダ,140-186,-1,22,28,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
100,7,サーフロック,純愛サレンダー,ザ☆チョップス,160,-1,29,38,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
101,7,サニー,HAPPY MUSIC,パーキッツ,135,-1,18,31,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
102,7,ショウワカヨウ,林檎と蜂蜜,亜熱帯マジ-SKA爆弾 feat. MAKI,142-210,19,28,38,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
103,7,スウェディッシュ,カモミール・バスルーム,常盤ゆう,168,-1,26,34,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
104,7,スペシャルエンディング2,Ending theme of pop'n music 6,Original Cedar,172,-1,35,41,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
105,7,ソフトロックLONG,Homesick Pt.2&3,ORANGENOISE SHORTCUT,178,7,25,34,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
106,7,ダークネス,電気人形,フレディ波多江とエレハモニカ,109,-1,17,33,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
107,7,チアガール,GET THE CHANCE！,MEGU & SEVEN WINDS,134,-1,18,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
108,7,ディスコハウス,ディスコタイフーン,PRIORITY feat.Sana,129,-1,24,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
109,7,デスレゲエ,夜間行,Des-ROW・組,102-205,-1,36,44,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
110,7,ナイトアウトREMIX,透明なマニキュア moonlit mix,Kiyommy+Seiya,132,-1,20,28,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
111,7,ニューエイジREMIX,龍舞 ～DRAGON DANCE Revision-2,WORLD SEQUENCE,130,-1,14,31,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
112,7,ハードロック,SA-DA-ME,good-cool feat. すわひでお,128,-1,21,35,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
113,7,バリトランス,Denpasar,good-cool,135,-1,21,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
114,7,バロック,EXCALIBUR,NL&P,140,-1,26,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
115,7,プレシャス,スウィーツ,natural bear,127,-1,14,24,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
116,7,ポップフュージョン,Tropical Pallete,Mr.T,130,-1,19,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
117,7,ミスティ,platonic love,N.A.R.D,125,-1,19,33,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
118,7,ラウンジポップ,Dimanche,Orange Lounge,164,-1,17,26,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
119,7,レトロフューチャー,Passacaglia,POST MODERN,128,-1,15,27,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
120,8,A.I.テクノ,0/1 ANGEL,V.C.O. featuring Alt,140,-1,16,21,30,1,2025-02-12 22:30:00,2025-02-12 22:30:00
121,8,J-R&B3,Can't Stop My Love,Yumi Kawamura,100,8,15,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
122,8,ヴィジュアル3,Late Riser,good-cool,184,13,27,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
123,8,ウクレレ,ホノホノ,YASHI♪GANI,210,-1,19,29,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
124,8,キャンディポップ,CANDY♥,♪♪♪♪♪ (小坂りゆ),180,5,29,37,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
125,8,グルーブロックLIVE,赤いリンゴ,Sana,110,-1,21,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
126,8,サイケ,L.A.N.,Kiddy & Sunshine Lovers,160,-1,25,35,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
127,8,サバービア,une lettle de mon copain,aprésmidi,135,-1,23,28,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
128,8,ジグ,Tir na n'Og,WORLD SEQUENCE,110,-1,22,26,34,1,2025-02-12 22:30:00,2025-02-12 22:30:00
129,8,スウェディッシュ2,Tangeline,risette,170,-1,21,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
130,8,スカ,Cassandra,♪♪♪♪♪ (亜熱帯マジ-SKA爆弾),84-192,-1,26,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
131,8,スペシャルクッキング,100sec. Kitchen Battle!!,Orange Lounge,178？,-1,30,42,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
132,8,ターバン,Manhattan Sports Club,♪♪♪♪♪ (simon),178,-1,28,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
133,8,デイドリーム,夢有,Des-ROW・組,144-170,-1,18,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
134,8,テクノポップ,321 STARS,♪♪♪♪♪ (DJ SIMON),192,-1,28,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
135,8,トゥイーポップ,777,EeL,200,-1,25,36,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
136,8,ニンジャ卍ヒーロー,ニンジャヒーローシノビアン,腹筋忍者台,170?,-1,28,35,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
137,8,ハードカントリー,JET WORLD,♪♪♪♪♪ (泉 陸奥彦),138,-1,25,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
138,8,ハイパーJポップ,STARS☆☆☆,TЁЯRA,140,-1,20,32,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
139,8,ハウシーポップ,会社はワタシで廻ってる!?,新谷さなえ,128,-1,21,29,34,1,2025-02-12 22:30:00,2025-02-12 22:30:00
140,8,パッションLIVE,今宵Lover's Day,ミッキー・マサシ,162,-1,23,36,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
141,8,パビリオン,theme of pop'n land,Mr.T,260,-1,20,31,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
142,8,ピアノロック,マリンドライブ,"Oh,la,la!",150,-1,24,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
143,8,ピラミッド,永遠という名の媚薬,THE NEXT FILE,70-130,-1,20,32,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
144,8,ファンクロック,Wall Street down-sizer,♪♪♪♪♪ (Thomas Howard Lichtenstein),160,-1,26,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
145,8,フラワーポップ,Marigold,SHORTCUTS,165,-1,27,33,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
146,8,フリーソウル,Lover's High,♪♪♪♪♪ (APHs),130,-1,19,31,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
147,8,フレッシュ,チェイス!チェイス!チェイス!,パーキッツ,176,5,20,31,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
148,8,フレンドリーLIVE,over the rainbow,パーキッツ,140,-1,19,32,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
149,8,マイアミサルサ,EL DIA FELIZ,♪♪♪♪♪ (Wilma De Oliveira),108,-1,17,26,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
150,8,メロコアLIVE,H@ppy Choice,good-cool feat. すわひでお,162,-1,19,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
151,8,メロパンク,pure,Des-ROW＋1,120-168,-1,32,42,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
152,8,ヤキュウロック,恋のキャッチボール,good-cool feat. すわひでお,150,-1,24,33,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
153,8,ユーロビート,♥LOVE² シュガ→♥,dj TAKA feat.のりあ,155,14,29,40,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
154,8,ライトポップ,まっさら,♪♪♪♪♪ (natural bear),164,-1,25,30,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
155,8,ラウンジポップ,Linus,♪♪♪♪♪ (LEGO STUDIO),176,-1,29,43,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
156,8,ラガポップ,Sci-Fi Girl,♪♪♪♪♪ (Kitten 777),130,-1,27,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
157,8,ラグタイム,RADICAL RAGTIME TOUR,ROUTE No.1 RAG UNIT,190,-1,24,34,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
158,8,ラテンピアノ,Feux d'artifica,♪♪♪♪♪ (Little Shepered),185,-1,27,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
159,8,レディメタル,Over the night,good-cool,124,-1,28,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
160,8,ワールドツアー,Miracle 4,good-cool,100-160,-1,23,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
161,8,昭和ワルツ,HONEY-BEE,亜熱帯マジ-SKA爆弾 feat. MAKI,210,-1,28,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
162,9,ウィンターダンス,White Eve,さな,125,-1,21,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
163,9,オイパンク0,ブタパンチのテーマ,ブタパンチ,90-360,-1,31,43,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
164,9,ガールズロック,☆shining☆,りゆ＆のりあ,185,-1,24,41,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
165,9,カウガールソング,コヨーテの行方(ゆくえ),good-cool feat. 山下直子,124,-1,22,34,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
166,9,カントリービーツ,今日は今日でえがったなゃ,とどのすけとめたろう,145,-1,21,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
167,9,キャロル,Filament Circus,パーキッツ,98,-1,24,30,35,1,2025-02-12 22:30:00,2025-02-12 22:30:00
168,9,コサック,ロシアのおみやげ,Next file feat.Mercey,110-180,-1,21,37,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
169,9,ショウワカヨウREMIX,林檎と蜂蜜(美味しさ倍増MIX),APPLE MAN,260,-1,29,41,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
170,9,ソフトロックfromIIDX,Secret tale,dj nagureo feat.新谷さなえ,158,-1,22,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
171,9,ダークネス2,禁じられた契約,フレディ波多江とエレハモニカ,110-150,11,23,37,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
172,9,タブランベース,ナタラディーン,Q-Mex,156,-1,22,32,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
173,9,チルドレンポップ,twinkle song,"Oh,la,la!",120-180,-1,22,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
174,9,デパファンク,デパ地下のお話,School,130,-1,23,36,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
175,9,バイオミラクル,ぼくってウパ？,Mr.T,128,-1,22,30,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
176,9,ハイパーJポップ2,North Wind,TЁЯRA,145,-1,21,35,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
177,9,ハイパンク,cobalt,Des-ROW･組スペシアル,145-175,14,32,40,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
178,9,ヒップロック2,男々道,Des-ROW･組,156-240,-1,34,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
179,9,フィリーソウル,ヨコシマ・カラー・ベイビー,SENAX,120,-1,22,30,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
180,9,プライド,掌の革命,Kiyommy+Seiya,132,-1,23,33,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
181,9,フレンチボッサ,COQUETTE,SAKURAI yasushi feat. SAORI,154,-1,16,31,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
182,9,ポップスアンコール,I REALLY WANT TO HURT YOU,Q-Mex,135,-1,22,42,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
183,9,ミサ,Requiem,St.Naya~n,112,-1,15,25,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
184,9,メロウREMIX,光の季節,新谷さなえ,116,-1,25,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
185,9,モッズ,2tone,Love And Zest,170,-1,22,42,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
186,9,ロックギター,ABSOLUTE,dj TAKA feat.good-cool,144,-1,23,37,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
187,9,ロックフュージョン,Tower of the Sun,ナヤ～ン feat. 野獣王国,186,-1,25,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
188,9,俺ポップ,垂直OK!,Jimmy Weckl feat.岩志太郎,130,-1,16,30,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
189,9,昭和ブギウギ,ラブラブギウギ♥,亜熱帯マジ-SKA爆弾 feat. MAKI,190,-1,20,38,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
190,9,大河ドラマ,雪の華,NAYA~N交響楽団,72-118,-1,18,31,34,1,2025-02-12 22:30:00,2025-02-12 22:30:00
191,10,DDR,DDR MEGAMIX,DDR,65-333,-1,26,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
192,10,J-アシッド,STATION,Jimmy Weckl feat.岩志太郎,117,-1,18,25,31,1,2025-02-12 22:30:00,2025-02-12 22:30:00
193,10,L.A.メタル,Blaster,good-cool feat. Jeff Coote,135,-1,21,33,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
