id,version,genre,musicName,artist,bpm,easy,normal,hyper,extra,inFolderCheck,created_at,updated_at
1657,27,青いベンチ,青いベンチ,♪♪♪♪♪ (サスケ),118,5,17,32,38,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1658,27,葬送のエウロパ,葬送のエウロパ,工藤吉三(ベイシスケイプ),148,19,32,42,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1659,27,蒼氷のフラグメント,蒼氷のフラグメント,"BEMANI Sound Team ""JYUNN""",130,11,26,35,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1660,27,第ゼロ感,第ゼロ感,♪♪♪♪♪ (10-FEET),150,4,19,30,39,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1661,27,弾幕信仰,弾幕信仰,"豚乙女×BEMANI Sound Team ""PON""",170,13,26,41,47,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1662,27,地方創生☆チクワクティクス[UPPER],地方創生☆チクワクティクス[UPPER],日向美ビタースイーツ♪,170,14,31,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1663,27,天泣,天泣,"BEMANI Sound Team ""meteorologists""",150,18,34,44,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1664,27,東京メモリー,東京メモリー,暁(from My Complex of Academy),152,10,27,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1665,27,謎情の雫 ft. Kanae Asaba,謎情の雫 ft. Kanae Asaba,Xceon,160,9,28,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1666,27,脳ミソ de 向上,脳ミソ de 向上,豚乙女,160,10,27,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1667,27,脳漿炸裂ガール[UPPER],脳漿炸裂ガール[UPPER],れるりり feat.ぐるたみん,155,13,26,37,46,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1668,27,斑咲花,斑咲花,"mami,駄々子 by BEMANI Sound Team ""Akhuta Works""",134-201,11,28,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1669,27,不可説不可説転,不可説不可説転,OSTER project,140,12,31,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1670,27,閉塞的フレーション,閉塞的フレーション,"Pizuya's Cell VS BEMANI Sound Team ""dj TAKA""",176,14,27,42,48,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1671,27,萌えおこし電波ソング[UPPER],めうめうぺったんたん！！[UPPER],日向美ビタースイーツ♪,185,14,31,43,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1672,27,満漢全席火花ノ舞,満漢全席火花ノ舞,onoken,166,10,30,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1673,27,無意識のフィロソフィア,無意識のフィロソフィア,"BEMANI Sound Team ""TAG""",160,12,30,40,46,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1674,27,明滅の果てに,明滅の果てに,ELFENSJóN,264,20,32,44,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1675,27,夜虹,夜虹,"BEMANI Sound Team ""HuΣeR""",174,15,30,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1676,27,勇猛無比,勇猛無比,Upper Cape Project,201,10,26,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1677,27,遊戯大熊猫,遊戯大熊猫,98,145,13,31,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1678,27,螺旋,螺旋,Lie☆Rays,153,9,25,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1679,27,理系ポップ[UPPER],恋はどう？モロ◎波動OK☆方程式！！[UPPER],あべにゅうぷろじぇくと feat.佐倉紗織 produced by ave;new,128,17,34,40,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1680,27,輪廻の鴉,輪廻の鴉,"BEMANI Sound Team ""dj TAKA""",198,16,32,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1681,27,恋するMonstro,恋するMonstro,sei☆shin feat.あまねこゆ,142,10,25,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1682,27,恋とメロンとキューピット,恋とメロンとキューピット,まろん feat. キャサリン,162,8,25,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1683,27,恋愛パクチー,恋愛パクチー,キミのね,122,3,20,28,40,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1684,27,狼弦暴威,狼弦暴威,Des-ROW・組スペシアル,179,17,32,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1685,27,鴉,鴉,L.E.D.-G,190,12,28,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1686,27,Τέλος,Τέλος,"BEMANI Sound Team ""HuΣeR"" feat.ゆきまめ",202,13,30,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1687,28,Amazing Bomberman,Amazing Bomberman,TESSEI TOJO,175,9,27,41,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1688,28,ANEMONE,ANEMONE,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",174,8,24,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1689,28,Bomb be love,Bomb be love,sei☆shin feat.ken,142,12,27,37,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1690,28,BROADWAY QUEENS,BROADWAY QUEENS,T-HEY & TANEKO,115,10,26,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1691,28,Cookie Bouquets,Cookie Bouquets,L.E.D. vs TOMOSUKE fw.crimm,205,12,28,38,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1692,28,CRAZY ARTS,CRAZY ARTS,FAKE TYPE.,132,7,25,37,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1693,28,DOKIDOKI☆シューティングスター,DOKIDOKI☆シューティングスター,豚乙女,192,13,32,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1694,28,Heavenly Good Morning!,Heavenly Good Morning!,アマギセーラ,132,12,27,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1695,28,How Many Eyes On You?,How Many Eyes On You?,青野りえ+mizuno,210,4,24,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1696,28,Hypernova,Hypernova,Serph,160,6,23,36,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1697,28,Levitation Minneapolis,Levitation Minneapolis,北川翔也,145,11,28,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1698,28,Moving on,Moving on,AJURIKA feat.矢吹真央,153,13,27,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1699,28,No Border,No Border,"BEMANI Sound Team ""dj TAKA"" feat.Sana",150,17,33,43,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1700,28,NUスタイルロカビリー[UPPER],Electronic or Treat![UPPER],PON,190,-1,32,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1701,28,POLꞰAMAИIA,POLꞰAMAИIA,かめりあ feat. ななひら,160,15,29,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1702,28,Que Sera Sera,Que Sera Sera,大谷舞 feat.つむぎしゃち（from キミのね）,138,9,27,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1703,28,Saturday's Reward,Saturday's Reward,"BEMANI Sound Team ""劇団レコード"" feat.秋成",165,10,26,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1704,28,storia,storia,"BEMANI Sound Team ""HuΣeR"" × Cororo feat. 大瀬良あい",205,10,27,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1705,28,Surfing Area51,Surfing Area51,情次2号&ジン,175,11,27,42,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1706,28,The Die is cast.,The Die is cast.,T4K feat.ういにゃす,210,13,29,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1707,28,Tripping Jumping,Tripping Jumping,Aikapin Prod. by uno & NiActivity,156,12,27,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1708,28,Yum Yum OYACHU,Yum Yum OYACHU,"BEMANI Sound Team ""PON"" feat.NU-KO","192?",16,33,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1709,28,あるビー！ feat.ころねぽち,あるビー！ feat.ころねぽち,ヒゲドライバー,236,11,29,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1710,28,いーあるふぁんくらぶ[UPPER],いーあるふぁんくらぶ[UPPER],みきとP,145,10,22,34,45,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1711,28,おくすり飲んで寝よう,おくすり飲んで寝よう,もちうつね,130,5,19,34,41,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1712,28,おしゃまスウィング[UPPER],なまいきプリンセス[UPPER],Dormir,125,-1,31,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1713,28,カレッジポップ[UPPER],ペパーミントは私の敵[UPPER],常盤ゆう,"170",-1,29,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1714,28,シャンティ,シャンティ,wotaku,144,4,17,32,40,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1715,28,ハートのフリット,ハートのフリット,red glasses feat.ゆきまめ,198,11,30,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1716,28,ハルカナアルカナ,ハルカナアルカナ,キミのね,155,7,19,37,42,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1717,28,ビノミ,ビノミ,MARETU,162,5,18,32,43,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1718,28,ミラクル☆喫茶,ミラクル☆喫茶,Tomoyuki Uchida,280,15,30,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1719,28,メズマライザー,メズマライザー,サツキ feat.初音ミク・重音テト,185,6,23,32,45,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1720,28,ラグトレイン,ラグトレイン,稲葉曇,147,6,20,33,40,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1721,28,一触即発☆禅ガール[UPPER],一触即発☆禅ガール[UPPER],れるりり,190,14,33,43,47,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1722,28,轟け！恋のビーンボール！！ (STARDOM Remix),轟け！恋のビーンボール！！ (STARDOM Remix),"RoughSketch Vs. BEMANI Sound Team ""L.E.D.-G""",145,10,27,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1723,28,時が戻れば...,時が戻れば...,阿部靖広 feat.ゆめめ,125,8,26,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1724,28,囚われの魔女人形,囚われの魔女人形,m@sumi feat. q'yul,175-188,7,24,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1725,28,装填昇天エクソシスト,装填昇天エクソシスト,My Complex of Academy,178,10,28,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1726,28,乱膳の舞姫,乱膳の舞姫,"BEMANI Sound Team ""Akhuta Works"" feat. mami",171,10,28,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1727,28,竜を狩る者,竜を狩る者,夜影ネコチ,194,17,34,43,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1728,88,インストゥルメンタル,airflow,Mr.T,148,-1,21,30,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1729,88,サイバーロック,DIAMOND JEALOUSY,AKIRA YAMAOKA,190,-1,20,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1730,88,トランス,Colors,dj TAKA,150,-1,21,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1731,88,トランス,REINCARNATION,dj TAKA,145,-1,24,31,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1732,88,ハードシャンソン,LOVE IS ORANGE,Orange Lounge,180,-1,22,29,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1733,88,ビートロック,memories,dj TAKA,187,-1,25,40,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1734,88,ロッテルダムテクノ,rottel-da-sun,sampling masters MEGA,199,-1,23,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1735,89,ガールズロック,BRE∀K DOWN!,BeForU,190,-1,22,33,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1736,89,ハッピーハードコア,Sweet Sweet ♥ Magic,jun,180,-1,24,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1737,89,祭,祭 JAPAN,RE-VENGE,180,-1,28,37,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1738,90,J-ポップ,Destiny Lovers,くにたけみゆき,170,-1,26,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1739,90,ガールズロックエクストリーム,チカラ,BeForU,185,-1,23,36,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1740,90,ギターパンク,Happy Man,Mutsuhiko Izumi,180,-1,22,39,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1741,90,クロスオーバー,Waza,Jimmy Weckl,130,-1,22,33,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1742,90,ゴアトランス,IMPLANTATION,TOMOSUKE,145,-1,33,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1743,90,ジェットコースターポップ,jet coaster☆girl,TOMOSUKE feat. Three Berry Icecream,177,-1,18,29,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1744,90,スウィートポップ,Sweet Illusion,vivi(from iyiyim),114,-1,23,34,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1745,90,スウィングワルツ,CHOCOLATE PHILOSOPHY,常盤ゆう,220,-1,24,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1746,90,スカロック,スイマーズ,亜熱帯マジ-SKA爆弾 feat. MAKI,160,-1,23,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1747,90,パンク,そっと。,鈴木愛,290,-1,28,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1748,90,ビジュアル,月光蝶,あさき,109-218,-1,27,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1749,90,ブラスロック,三毛猫ロック,亜熱帯マジ-SKA爆弾,246,-1,24,33,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1750,90,プログレ,子供の落書き帳,佐々木博史,280,-1,26,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1751,90,プログレッシブ,The Least 100 sec,Sasaki Hirofumi,200-263,14,23,40,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1752,90,ミクスチャー,VOIDDD,Des-ROW feat. Kevin Vecchione,135,-1,22,40,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1753,97,2ステップ,HEALEN,positive MA,133,-1,23,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1754,97,A.I.KIDS,さんぽのうた,V.C.O.+ALT,135,-1,22,28,32,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1755,97,J-R&B,ALONE,dj nagureo,108,-1,22,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1756,97,J-ロック,Romance,Rockミ★TAKA with明星&三上,206,-1,28,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1757,97,JV-ROCK,洟・月・奇蹟,PLATINUM-EDEN,170,-1,24,42,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1758,97,K-クラシック,AKUMAJO DRACULA MEDLEY,矩形波倶楽部,110-142,-1,20,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1759,97,イーラップ,Nick Boys,Nick Boys,109,-1,24,31,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1760,97,イーラップ2,Pinky Nick,NICK BOYS,169-189,-1,20,40,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1761,97,エクスペリメントラップ,"old ""O""",mur.mur.kurotoh,185,-1,25,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1762,97,ガァバホップ,説,Des-ROW・組,170,-1,26,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1763,97,カレッジポップ,ペパーミントは私の敵,常盤ゆう,170,-1,22,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1764,97,グラインドコア,STEEL CAGE,Des-ROW,125,-1,28,32,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1765,97,グラディウスII,A SHOOTING STAR,古川もとあき,140,-1,24,35,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1766,97,サイケデリック,perfect sunrise,MIRAK feat. Brian Smith,124,-1,18,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1767,97,ジャズワルツ,CLOUD,WORLD SEQUENCE,180,-1,28,37,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1768,97,ジャパメタ,Craze for You,TAKA feat.百太郎,166-333,-1,29,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1769,97,ションボリ,純勉夏,ションボリくらぶ feat. ジェットさん,206,-1,22,40,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1770,97,スウィング歌謡,花見で一杯,亜熱帯マジ-SKA爆弾 feat. MAKI,96-208,-1,27,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1771,97,ツッパリ,バリバリブギ ～涙のフルーツポンチ～,Hedel Bendel,175,-1,23,29,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1772,97,ディスコアゴーゴー,Dance the night away,KAZ SENOO feat. MANNY MENDEZ,125,-1,18,33,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1773,97,デチューン,MR.C.C,N.R.B.,200,-1,20,30,35,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1774,97,トライバル,AFRONOVA PRIMEVAL,8-bit,200,-1,25,35,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1775,97,トライバル,ZANZIBAR,Delaware,125,-1,20,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1776,97,ドリームポップ,fantasy suitcase,Mr.T,112,-1,20,24,32,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1777,97,ネオクラシカル・へヴィメタル,Aithon,Kozo Nakamura,126,-1,22,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1778,97,ネジロック,螺子之人,あさき,100-170,-1,27,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1779,97,ハイパーJポップ3,1/6billionth,TЁЯRA,145,-1,24,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1780,97,ハイパーJロック,brave!,TЁЯRA,180,-1,22,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1781,97,ハイパーユーロビート,KISS KISS KISS,NAOKI feat. SHANTI,150,-1,22,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1782,97,ハウス,What is Love?,TOMOSUKE,130,-1,18,29,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1783,97,ハッピーハードコア,BE LOVIN,D-crew,185,-1,29,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1784,97,ハッピーハードコア,LOVE D RIVE,D-crew,190,-1,27,36,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1785,97,ハレンチテクノ,LINN 1999,dj nagureo,136,-1,20,31,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1786,97,ビートパンク,Moonlight Prayer,Sana,159,-1,26,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1787,97,ビタースウィートポップ,ちょっと,vivi(from iyiyim),70-78,-1,16,30,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1788,97,ヒップホップ,7000 Questions,アルファ,112,-1,23,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1789,97,ヒップホップ,ラスネール,mur.mur.kurotoh,110,-1,22,29,33,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1790,97,ボーイズポップ,mind,Atsu & 祖師ヶ谷トップブリーダーズ,146,-1,24,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1791,97,ボサノバ,Cappuccino bossa,HASHED BOX,174,-1,19,28,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1792,97,ボッサGOGO,Custom-made Girl -NOT FOR SALE!-,Togo Project feat. Sana,202,-1,27,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1793,97,ボッサグルーヴ,papayapa bossa,staccato two-J,143,-1,22,31,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1794,97,ミクスチュアル,COREDESAT,Des-ROW,158-165,-1,20,36,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1795,97,メロコア,S.F.M,KC hospital,100-200,-1,24,36,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1796,97,メロパンク2,lime-light,Des-ROW＋2,180,-1,28,40,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1797,97,ユーロビート,Twin bee ～Generation X～,FinalOffset,168,-1,22,31,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1798,97,ラテンスカ,Turning the motor over,Delaware feat. Jeff Coote,178,-1,24,28,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1799,97,ラブポップ,大好きだよ,KUMIKO,106,-1,26,32,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1800,97,ルイン,空言の海,音々,92,-1,22,31,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1801,97,秋,autumn G,HASHED BOX,86,-1,21,31,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1802,97,昭和初期カヨウ,悪アガキ,亜熱帯マジ-SKA爆弾 feat. MAKI,200,-1,25,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1803,98,「Sweet Love」,「Sweet Love」,ときめきメモリアル Girl's Side 4th Heart,135,4,21,29,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1804,98,*ハロー、プラネット。,*ハロー、プラネット。,sasakure.UK,150,9,23,35,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1805,98,↑↑↓↓←→←→BA,↑↑↓↓←→←→BA,meiyo,124,8,23,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1806,98,Awakening Wings,Awakening Wings,伊達朱里紗,190,7,21,34,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1807,98,Bad Apple!! feat. nomico,Bad Apple!! feat. nomico,Alstroemeria Records,138,7,25,33,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1808,98,Battle Against a True Hero/本物のヒーローとの戦い,Battle Against a True Hero/本物のヒーローとの戦い,"Toby Fox (Arranged by BEMANI Sound Team ""Power Of Nature"")",150,8,27,36,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1809,98,Bitter Myself,Bitter Myself,OSTER project feat. かなたん,148,6,22,37,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1810,98,Butter-FLY,Butter-FLY,♪♪♪♪♪ (和田光司),165,6,27,33,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1811,98,Butter-FLY[UPPER],Butter-FLY[UPPER],♪♪♪♪♪ (和田光司),165,18,31,37,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1812,98,CHEAT DANCER,CHEAT DANCER,X.I.P.,120,4,21,31,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1813,98,DREAMING-ING!!,DREAMING-ING!!,ときめきアイドル project,180,4,19,32,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1814,98,Empty Backdoor,Empty Backdoor,森羅万象,169,11,28,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1815,98,Floccinaucinihilipilification,Floccinaucinihilipilification,Marmalade butcher,200,10,31,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1816,98,GET WILD,GET WILD,NMR (TM NETWORK),150,6,20,32,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1817,98,GET WILD[UPPER],GET WILD[UPPER],NMR (TM NETWORK),150,13,25,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1818,98,GO²TOS,GO²TOS,魂音泉,150,11,25,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1819,98,God only knows 第三幕,God only knows 第三幕,♪♪♪♪♪ (Oratorio The World God Only Knows),130-170,7,21,32,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1820,98,Heartbeat Blast,Heartbeat Blast,ダンキラ協会,206,6,23,38,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1821,98,"Help me, ERINNNNNN!! -VENUS mix-","Help me, ERINNNNNN!! -VENUS mix-",VENUS,183,9,26,35,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1822,98,Hopes and Dreams/夢と希望,Hopes and Dreams/夢と希望,Toby Fox (Arranged by m@sumi),175,5,21,35,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1823,98,Into My Hell～魔界へようこそ♡～,Into My Hell～魔界へようこそ♡～,My Complex of Academy,190,5,21,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1824,98,Jailbreaker,Jailbreaker,Hommarju feat. かぼちゃ,180,10,26,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1825,98,Keep the Faith,Keep the Faith,ときめきアイドル project Rhythmixxx,132,6,27,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1826,98,luck,luck,Serph,"80-121",5,21,31,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1827,98,luck[UPPER],luck[UPPER],Serph,"80-121",10,27,36,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1828,98,MEGALOVANIA,MEGALOVANIA,"Toby Fox (Arranged by BEMANI Sound Team ""Yvya"")",120,7,31,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1829,98,only my railgun,only my railgun,♪♪♪♪♪ (fripSide),143,8,22,31,42,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1830,98,only my railgun[UPPER],only my railgun[UPPER],♪♪♪♪♪ (fripSide),143,12,28,35,45,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1831,98,Russian Caravan Rhapsody,Russian Caravan Rhapsody,Power Of Nature,158,11,28,38,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1832,98,Russian Caravan Rhapsody[UPPER],Russian Caravan Rhapsody[UPPER],Power Of Nature,158,16,32,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1833,98,Secret Answer,Secret Answer,XYZ,140,10,24,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1834,98,Show Up!,Show Up!,3 Majesty,132,5,20,29,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1835,98,SO DANCE!,SO DANCE!,ダンキラ協会,128,3,19,33,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1836,98,sparkle,sparkle,Serph,177,7,21,31,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1837,98,Strawberry Chu♡Chu♡,Strawberry Chu♡Chu♡,ときめきアイドル project クッキーパラダイス,274,8,26,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1838,98,Strawberry Kiss,Strawberry Kiss,すとぷり,183,4,17,30,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1839,98,Struggle,Struggle,Masayoshi Minoshima(ALR),180,7,26,36,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1840,98,SUPER HEROINE!!,SUPER HEROINE!!,"Amateras Records vs BEMANI Sound Team ""TATSUYA"" feat. miko",186,10,27,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1841,98,Twin memories W,Twin memories W,ときめきアイドル project,160,7,23,37,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
